wage,year,age,maritl,education
91.69922611,2004,43,1. Never Married,3. Some College
109.5472966,2009,48,2. Married,4. College Grad
70.47601965,2003,48,2. Married,2. HS Grad
144.2047389,2007,50,2. Married,4. College Grad
99.6894637,2009,29,1. Never Married,4. College Grad
94.07271475,2004,52,2. Married,3. Some College
87.98103279,2004,46,1. Never Married,2. HS Grad
94.07271475,2005,40,1. Never Married,2. HS Grad
81.28325328,2004,43,2. Married,2. HS Grad
115.3750386,2006,54,2. Married,2. HS Grad
107.9039239,2006,38,1. Never Married,5. Advanced Degree
101.4020523,2004,32,2. Married,3. Some College
144.4794227,2008,28,1. Never Married,4. College Grad
145.1436012,2005,33,1. Never Married,5. Advanced Degree
163.515864,2004,44,2. Married,5. Advanced Degree
81.28325328,2006,41,2. Married,2. HS Grad
40.40566526,2005,31,1. Never Married,1. < HS Grad
97.49329405,2007,48,4. Divorced,4. College Grad
117.1468169,2007,50,2. Married,4. College Grad
118.8843593,2004,47,2. Married,4. College Grad
84.04595765,2004,31,2. Married,2. HS Grad
88.81647397,2008,40,2. Married,2. HS Grad
86.69515483,2009,54,4. Divorced,3. Some College
75.35567932,2004,24,1. Never Married,2. HS Grad
98.59934386,2005,34,2. Married,2. HS Grad
87.98103279,2003,65,2. Married,4. College Grad
109.6429681,2007,28,2. Married,2. HS Grad
79.85490031,2008,30,5. Separated,2. HS Grad
166.3249412,2009,45,2. Married,3. Some College
139.0034081,2008,35,5. Separated,4. College Grad
145.1436012,2005,46,2. Married,5. Advanced Degree
85.38394038,2003,47,2. Married,2. HS Grad
99.6916284,2008,71,2. Married,2. HS Grad
130.9821774,2003,39,2. Married,3. Some College
68.74808773,2009,41,1. Never Married,1. < HS Grad
139.7030715,2007,33,2. Married,2. HS Grad
176.9896505,2009,76,4. Divorced,5. Advanced Degree
76.89360252,2009,20,1. Never Married,2. HS Grad
134.7053751,2006,34,2. Married,5. Advanced Degree
99.6894637,2003,26,1. Never Married,4. College Grad
148.4131591,2006,51,2. Married,4. College Grad
79.85490031,2003,25,2. Married,1. < HS Grad
128.6804882,2006,62,2. Married,3. Some College
180.7799522,2006,37,2. Married,4. College Grad
94.07271475,2009,37,1. Never Married,3. Some College
89.49247952,2007,32,2. Married,3. Some College
130.2208324,2007,55,2. Married,3. Some College
77.49768139,2009,36,2. Married,1. < HS Grad
148.4131591,2006,39,2. Married,2. HS Grad
185.2833171,2004,46,2. Married,4. College Grad
128.6804882,2007,48,2. Married,4. College Grad
147.1166892,2005,34,4. Divorced,4. College Grad
106.9218141,2004,39,2. Married,3. Some College
115.3750386,2005,50,2. Married,5. Advanced Degree
91.69922611,2006,54,2. Married,3. Some College
148.4131591,2007,60,2. Married,4. College Grad
111.7208494,2007,48,1. Never Married,5. Advanced Degree
126.3238807,2007,47,2. Married,4. College Grad
65.11085372,2004,20,1. Never Married,2. HS Grad
107.9039239,2003,60,2. Married,2. HS Grad
54.59815003,2003,37,1. Never Married,4. College Grad
134.7053751,2003,46,2. Married,4. College Grad
72.4793163,2003,54,2. Married,3. Some College
130.9821774,2006,51,2. Married,4. College Grad
91.69922611,2009,32,1. Never Married,2. HS Grad
154.685293,2006,35,2. Married,4. College Grad
114.4757133,2003,46,2. Married,2. HS Grad
87.98103279,2008,38,2. Married,1. < HS Grad
80.57319971,2005,62,2. Married,2. HS Grad
94.07271475,2003,47,2. Married,2. HS Grad
141.7751723,2003,28,2. Married,5. Advanced Degree
145.1436012,2007,61,2. Married,4. College Grad
94.07271475,2003,26,1. Never Married,4. College Grad
127.1157438,2006,49,2. Married,2. HS Grad
113.5670896,2009,28,2. Married,2. HS Grad
101.5955382,2003,61,2. Married,2. HS Grad
134.7053751,2003,42,2. Married,4. College Grad
127.1157438,2009,31,2. Married,5. Advanced Degree
87.98103279,2009,50,2. Married,2. HS Grad
78.3924668,2005,44,2. Married,1. < HS Grad
318.3424301,2007,46,2. Married,2. HS Grad
82.6796373,2006,54,2. Married,2. HS Grad
97.49329405,2003,40,4. Divorced,2. HS Grad
87.8535469,2005,38,2. Married,2. HS Grad
184.1671358,2006,43,2. Married,5. Advanced Degree
109.8339856,2009,43,1. Never Married,2. HS Grad
95.23071257,2004,30,2. Married,3. Some College
59.09706408,2005,58,2. Married,5. Advanced Degree
118.8843593,2007,60,2. Married,4. College Grad
130.9821774,2004,45,2. Married,5. Advanced Degree
134.7053751,2008,47,2. Married,4. College Grad
87.98103279,2005,47,2. Married,1. < HS Grad
67.36898208,2003,59,4. Divorced,3. Some College
83.32134154,2006,36,2. Married,3. Some College
118.8843593,2008,39,1. Never Married,5. Advanced Degree
105.9278108,2004,40,2. Married,1. < HS Grad
85.38394038,2003,42,2. Married,2. HS Grad
73.77574327,2009,29,1. Never Married,5. Advanced Degree
139.0034081,2005,38,2. Married,4. College Grad
123.0896998,2003,58,2. Married,3. Some College
55.99743383,2004,18,1. Never Married,2. HS Grad
141.7751723,2004,35,2. Married,4. College Grad
154.0729972,2008,30,2. Married,5. Advanced Degree
118.8843593,2003,48,2. Married,3. Some College
114.4757133,2004,27,2. Married,4. College Grad
120.9267015,2005,40,2. Married,3. Some College
97.49329405,2007,34,2. Married,5. Advanced Degree
141.7751723,2004,54,2. Married,2. HS Grad
75.04315402,2006,20,1. Never Married,2. HS Grad
89.49247952,2005,50,2. Married,2. HS Grad
198.3502905,2009,42,2. Married,5. Advanced Degree
65.26143902,2008,45,2. Married,3. Some College
107.9039239,2003,59,2. Married,3. Some College
81.28325328,2003,44,2. Married,1. < HS Grad
76.89360252,2005,67,4. Divorced,4. College Grad
76.89360252,2007,26,1. Never Married,4. College Grad
140.3982002,2007,40,2. Married,5. Advanced Degree
104.9215065,2004,42,2. Married,2. HS Grad
81.28325328,2005,22,1. Never Married,2. HS Grad
140.3982002,2005,43,2. Married,3. Some College
79.85490031,2004,34,1. Never Married,2. HS Grad
79.85490031,2004,44,4. Divorced,2. HS Grad
268.266292,2003,53,2. Married,3. Some College
124.7204462,2003,54,2. Married,5. Advanced Degree
148.4131591,2008,55,2. Married,4. College Grad
118.8843593,2009,30,1. Never Married,5. Advanced Degree
176.9896505,2004,48,2. Married,5. Advanced Degree
109.8339856,2003,48,2. Married,2. HS Grad
127.1157438,2008,30,2. Married,5. Advanced Degree
110.7826503,2006,38,4. Divorced,3. Some College
91.69922611,2005,25,2. Married,3. Some College
104.9215065,2009,59,3. Widowed,2. HS Grad
272.2947832,2004,38,2. Married,5. Advanced Degree
268.266292,2003,40,2. Married,4. College Grad
163.515864,2007,36,2. Married,5. Advanced Degree
104.9215065,2008,60,2. Married,4. College Grad
123.0896998,2005,40,2. Married,4. College Grad
118.8843593,2003,28,2. Married,3. Some College
148.4131591,2004,34,2. Married,5. Advanced Degree
175.4435493,2008,39,2. Married,4. College Grad
96.37065283,2005,26,2. Married,2. HS Grad
96.93409046,2004,28,1. Never Married,2. HS Grad
99.6894637,2004,27,1. Never Married,4. College Grad
99.6894637,2008,34,2. Married,2. HS Grad
311.9345689,2009,38,2. Married,2. HS Grad
109.8339856,2005,51,2. Married,4. College Grad
87.98103279,2008,58,4. Divorced,3. Some College
138.2991269,2004,42,2. Married,4. College Grad
47.93367133,2005,32,1. Never Married,3. Some College
104.9215065,2006,27,2. Married,4. College Grad
99.6894637,2009,51,1. Never Married,4. College Grad
133.2323508,2009,50,2. Married,2. HS Grad
115.3750386,2009,25,1. Never Married,4. College Grad
120.9267015,2006,60,2. Married,2. HS Grad
148.4131591,2004,62,2. Married,3. Some College
120.5894365,2006,53,2. Married,3. Some College
144.4780877,2009,39,2. Married,4. College Grad
90.48191336,2003,23,1. Never Married,3. Some College
148.4131591,2008,47,2. Married,5. Advanced Degree
123.0896998,2009,32,1. Never Married,4. College Grad
268.266292,2003,57,2. Married,4. College Grad
78.3924668,2005,40,2. Married,3. Some College
107.9039239,2006,57,2. Married,3. Some College
148.4131591,2005,31,2. Married,5. Advanced Degree
89.24288466,2005,28,1. Never Married,3. Some College
130.9821774,2007,58,2. Married,2. HS Grad
87.98103279,2008,47,2. Married,2. HS Grad
70.47601965,2003,41,2. Married,4. College Grad
108.6813082,2004,53,2. Married,2. HS Grad
80.57319971,2009,27,2. Married,4. College Grad
65.11085372,2003,19,1. Never Married,1. < HS Grad
65.11085372,2007,47,2. Married,4. College Grad
118.8843593,2005,44,5. Separated,2. HS Grad
73.77574327,2006,32,1. Never Married,2. HS Grad
54.59815003,2005,23,1. Never Married,2. HS Grad
66.22940829,2006,31,2. Married,2. HS Grad
272.2947832,2004,42,2. Married,3. Some College
134.7053751,2003,50,2. Married,5. Advanced Degree
46.7632688,2004,52,2. Married,4. College Grad
76.89360252,2003,20,1. Never Married,2. HS Grad
81.28325328,2004,33,4. Divorced,2. HS Grad
99.6894637,2008,26,1. Never Married,4. College Grad
166.3249412,2004,40,2. Married,5. Advanced Degree
94.07271475,2005,29,1. Never Married,2. HS Grad
114.4757133,2004,35,1. Never Married,4. College Grad
87.98103279,2009,34,1. Never Married,4. College Grad
118.8843593,2003,37,2. Married,4. College Grad
161.9149514,2008,37,2. Married,4. College Grad
73.77574327,2003,22,1. Never Married,3. Some College
99.6894637,2008,39,2. Married,2. HS Grad
103.9024706,2003,42,2. Married,3. Some College
108.8745258,2006,44,2. Married,4. College Grad
107.9039239,2008,45,4. Divorced,1. < HS Grad
141.7751723,2003,42,2. Married,5. Advanced Degree
160.6424754,2009,52,4. Divorced,3. Some College
112.1861229,2004,27,4. Divorced,3. Some College
169.07354,2009,46,2. Married,3. Some College
96.37065283,2007,59,2. Married,3. Some College
81.28325328,2005,52,2. Married,2. HS Grad
54.59815003,2003,19,1. Never Married,1. < HS Grad
107.9039239,2003,64,2. Married,4. College Grad
136.8763676,2007,38,2. Married,5. Advanced Degree
65.11085372,2006,45,5. Separated,2. HS Grad
179.5280922,2008,53,2. Married,3. Some College
66.22940829,2007,28,2. Married,2. HS Grad
104.9215065,2003,39,2. Married,1. < HS Grad
176.9896505,2008,52,2. Married,5. Advanced Degree
114.4757133,2009,41,2. Married,1. < HS Grad
76.89360252,2004,44,2. Married,1. < HS Grad
94.07271475,2005,48,2. Married,2. HS Grad
127.1157438,2003,47,2. Married,2. HS Grad
94.07271475,2006,31,1. Never Married,2. HS Grad
103.9024706,2005,28,2. Married,3. Some College
99.6894637,2007,45,2. Married,4. College Grad
87.98103279,2004,56,3. Widowed,4. College Grad
136.1577108,2004,47,2. Married,2. HS Grad
94.07271475,2005,41,2. Married,2. HS Grad
87.98103279,2006,49,2. Married,2. HS Grad
97.49329405,2009,28,1. Never Married,2. HS Grad
43.73511168,2009,19,1. Never Married,3. Some College
117.1468169,2004,48,2. Married,3. Some College
127.1157438,2003,47,2. Married,4. College Grad
272.2947832,2004,57,2. Married,4. College Grad
109.8339856,2003,39,2. Married,2. HS Grad
66.96164432,2004,45,1. Never Married,2. HS Grad
127.901233,2006,52,2. Married,1. < HS Grad
118.8843593,2008,51,2. Married,2. HS Grad
74.43830467,2009,46,2. Married,5. Advanced Degree
143.1349408,2003,45,4. Divorced,4. College Grad
87.98103279,2005,40,2. Married,2. HS Grad
128.6804882,2008,48,2. Married,4. College Grad
121.4303138,2004,47,2. Married,3. Some College
98.59934386,2009,45,2. Married,2. HS Grad
117.1468169,2005,49,2. Married,3. Some College
109.8339856,2007,57,4. Divorced,3. Some College
99.6894637,2005,77,2. Married,2. HS Grad
160.6424754,2005,48,2. Married,4. College Grad
118.8843593,2004,56,2. Married,5. Advanced Degree
163.515864,2007,39,2. Married,4. College Grad
110.7826503,2003,44,1. Never Married,2. HS Grad
87.98103279,2007,49,2. Married,3. Some College
54.59815003,2008,58,2. Married,1. < HS Grad
127.0368467,2005,46,2. Married,3. Some College
123.0896998,2004,39,2. Married,4. College Grad
73.77574327,2007,26,2. Married,2. HS Grad
99.6894637,2003,61,2. Married,3. Some College
94.07271475,2003,62,4. Divorced,3. Some College
87.98103279,2008,47,2. Married,4. College Grad
118.8843593,2003,40,2. Married,2. HS Grad
65.11085372,2006,35,2. Married,1. < HS Grad
141.7751723,2008,61,2. Married,2. HS Grad
134.7053751,2003,38,2. Married,2. HS Grad
76.89360252,2008,18,1. Never Married,2. HS Grad
101.4020523,2006,45,2. Married,2. HS Grad
99.6894637,2009,27,2. Married,3. Some College
95.23071257,2004,22,1. Never Married,3. Some College
73.77574327,2008,29,2. Married,1. < HS Grad
123.0896998,2006,50,2. Married,2. HS Grad
99.6894637,2003,25,1. Never Married,3. Some College
118.8843593,2007,35,2. Married,4. College Grad
127.1157438,2004,41,2. Married,3. Some College
145.1436012,2009,38,2. Married,4. College Grad
118.8843593,2008,49,2. Married,2. HS Grad
128.6804882,2004,36,2. Married,2. HS Grad
92.89584479,2005,66,1. Never Married,2. HS Grad
68.74808773,2003,23,1. Never Married,1. < HS Grad
99.6894637,2004,28,2. Married,5. Advanced Degree
109.8339856,2007,42,2. Married,3. Some College
43.73511168,2007,20,1. Never Married,2. HS Grad
189.2441629,2009,37,2. Married,4. College Grad
32.36641317,2009,58,2. Married,2. HS Grad
154.685293,2004,45,2. Married,5. Advanced Degree
114.4757133,2006,64,2. Married,3. Some College
148.4131591,2009,45,2. Married,2. HS Grad
101.8243521,2007,52,4. Divorced,3. Some College
123.0896998,2005,42,2. Married,4. College Grad
118.8843593,2005,32,2. Married,2. HS Grad
75.04315402,2009,40,5. Separated,1. < HS Grad
160.6424754,2005,55,2. Married,4. College Grad
104.9215065,2004,46,2. Married,4. College Grad
81.28325328,2008,55,5. Separated,1. < HS Grad
99.6894637,2003,53,1. Never Married,4. College Grad
104.9215065,2005,33,2. Married,4. College Grad
95.23071257,2006,45,2. Married,1. < HS Grad
99.6894637,2006,54,2. Married,2. HS Grad
84.04595765,2004,32,2. Married,4. College Grad
176.9896505,2005,42,2. Married,4. College Grad
118.8843593,2004,35,2. Married,5. Advanced Degree
94.07271475,2004,54,2. Married,2. HS Grad
94.07271475,2003,38,2. Married,3. Some College
101.8243521,2004,31,1. Never Married,4. College Grad
85.38394038,2003,41,2. Married,3. Some College
142.4571699,2005,45,2. Married,4. College Grad
118.8843593,2003,49,2. Married,2. HS Grad
95.23071257,2004,50,2. Married,3. Some College
111.7208494,2003,40,1. Never Married,2. HS Grad
59.62864555,2003,29,2. Married,2. HS Grad
99.6894637,2006,25,1. Never Married,3. Some College
99.6894637,2004,32,2. Married,2. HS Grad
86.69515483,2007,51,2. Married,2. HS Grad
93.04401493,2008,29,2. Married,3. Some College
134.7053751,2005,32,2. Married,3. Some College
145.1436012,2008,42,2. Married,3. Some College
148.4131591,2005,59,2. Married,2. HS Grad
87.98103279,2003,31,2. Married,4. College Grad
108.39064,2006,29,2. Married,3. Some College
73.77574327,2006,52,1. Never Married,2. HS Grad
73.77574327,2006,35,2. Married,2. HS Grad
106.3696472,2008,28,1. Never Married,1. < HS Grad
78.3924668,2006,50,2. Married,4. College Grad
72.56122831,2004,49,4. Divorced,2. HS Grad
73.77734527,2009,39,2. Married,2. HS Grad
38.22358282,2003,26,1. Never Married,4. College Grad
99.6894637,2003,31,1. Never Married,3. Some College
50.41192284,2007,50,1. Never Married,2. HS Grad
170.4601659,2009,62,2. Married,5. Advanced Degree
123.0896998,2004,35,2. Married,3. Some College
73.77574327,2005,22,1. Never Married,3. Some College
110.7826503,2003,55,1. Never Married,5. Advanced Degree
125.5254984,2006,63,2. Married,3. Some College
75.04315402,2004,63,4. Divorced,2. HS Grad
95.23071257,2008,39,2. Married,4. College Grad
118.8843593,2003,28,2. Married,1. < HS Grad
127.1157438,2006,43,2. Married,4. College Grad
70.47601965,2006,58,2. Married,1. < HS Grad
166.3249412,2007,38,2. Married,5. Advanced Degree
139.1563254,2004,49,2. Married,3. Some College
25.2910081,2003,62,2. Married,3. Some College
81.44683486,2004,36,2. Married,3. Some College
87.98103279,2004,54,4. Divorced,4. College Grad
116.4423183,2005,26,2. Married,2. HS Grad
166.3249412,2009,46,2. Married,5. Advanced Degree
149.6950421,2006,58,4. Divorced,3. Some College
73.77574327,2005,22,1. Never Married,3. Some College
277.6014175,2005,58,2. Married,5. Advanced Degree
136.8763676,2008,63,2. Married,4. College Grad
129.4536446,2007,67,2. Married,1. < HS Grad
111.7208494,2008,44,2. Married,2. HS Grad
178.7006572,2003,51,2. Married,4. College Grad
49.55533812,2003,46,2. Married,2. HS Grad
82.6796373,2007,43,2. Married,1. < HS Grad
73.77574327,2004,40,2. Married,3. Some College
92.89584479,2008,31,1. Never Married,3. Some College
114.4757133,2007,41,2. Married,5. Advanced Degree
84.04595765,2008,21,1. Never Married,2. HS Grad
76.89360252,2008,51,2. Married,3. Some College
79.85490031,2003,43,5. Separated,3. Some College
130.9821774,2004,34,2. Married,3. Some College
148.4131591,2008,45,2. Married,3. Some College
65.11085372,2008,35,2. Married,1. < HS Grad
134.7053751,2004,33,2. Married,2. HS Grad
94.07271475,2003,46,2. Married,2. HS Grad
94.07271475,2003,38,1. Never Married,1. < HS Grad
90.48191336,2004,44,1. Never Married,4. College Grad
111.7217824,2006,50,1. Never Married,2. HS Grad
107.9039239,2009,55,2. Married,2. HS Grad
191.5736835,2009,49,2. Married,5. Advanced Degree
145.1436012,2006,47,2. Married,5. Advanced Degree
138.6391722,2003,40,2. Married,2. HS Grad
53.63872202,2003,21,1. Never Married,2. HS Grad
93.05348736,2008,60,2. Married,1. < HS Grad
81.28325328,2008,56,1. Never Married,1. < HS Grad
128.6804882,2004,61,2. Married,3. Some College
136.1577108,2008,44,2. Married,5. Advanced Degree
160.6424754,2007,43,4. Divorced,5. Advanced Degree
109.8339856,2005,29,2. Married,3. Some College
148.4131591,2003,38,2. Married,4. College Grad
108.39064,2003,26,1. Never Married,3. Some College
67.14308075,2006,28,1. Never Married,2. HS Grad
118.0197533,2003,38,1. Never Married,4. College Grad
109.8339856,2006,45,4. Divorced,3. Some College
47.3389061,2004,39,2. Married,2. HS Grad
62.91365497,2003,33,2. Married,2. HS Grad
70.47601965,2005,44,2. Married,1. < HS Grad
99.6894637,2006,48,2. Married,3. Some College
92.79134808,2007,45,2. Married,2. HS Grad
99.6916284,2007,56,2. Married,2. HS Grad
114.4757133,2009,40,1. Never Married,4. College Grad
89.24288466,2006,71,2. Married,1. < HS Grad
118.8843593,2006,30,2. Married,2. HS Grad
148.4131591,2004,45,2. Married,4. College Grad
90.48191336,2004,41,2. Married,2. HS Grad
118.8843593,2003,40,2. Married,3. Some College
89.16782867,2004,59,2. Married,1. < HS Grad
73.77574327,2007,46,2. Married,1. < HS Grad
70.47601965,2003,38,1. Never Married,2. HS Grad
93.48669204,2007,26,2. Married,3. Some College
70.47601965,2005,53,2. Married,2. HS Grad
99.6894637,2004,46,4. Divorced,4. College Grad
98.59934386,2007,42,2. Married,3. Some College
54.59815003,2006,28,1. Never Married,3. Some College
86.69515483,2004,30,1. Never Married,1. < HS Grad
118.8843593,2008,34,2. Married,4. College Grad
160.6424754,2008,46,2. Married,4. College Grad
59.09706408,2007,22,1. Never Married,3. Some College
92.72952791,2007,37,1. Never Married,2. HS Grad
63.188861,2008,27,2. Married,3. Some College
114.4757133,2008,52,2. Married,2. HS Grad
65.11085372,2008,43,2. Married,2. HS Grad
148.4131591,2004,52,2. Married,2. HS Grad
109.4898415,2005,54,1. Never Married,3. Some College
99.6894637,2007,47,2. Married,2. HS Grad
105.9278108,2005,21,1. Never Married,3. Some College
134.7053751,2005,42,2. Married,4. College Grad
189.2441629,2003,72,2. Married,5. Advanced Degree
104.9215065,2003,38,2. Married,2. HS Grad
82.6796373,2009,53,2. Married,2. HS Grad
81.28325328,2006,35,5. Separated,3. Some College
76.89360252,2008,60,2. Married,2. HS Grad
85.38394038,2003,39,2. Married,2. HS Grad
73.77574327,2005,45,4. Divorced,2. HS Grad
106.6080215,2008,61,2. Married,2. HS Grad
95.23071257,2008,64,4. Divorced,2. HS Grad
70.47601965,2004,39,2. Married,1. < HS Grad
105.9278108,2007,46,2. Married,3. Some College
56.45386498,2008,25,1. Never Married,3. Some College
94.07271475,2003,80,2. Married,3. Some College
105.9278108,2008,51,4. Divorced,3. Some College
75.04315402,2004,58,2. Married,2. HS Grad
118.8843593,2009,52,2. Married,3. Some College
138.2991269,2004,45,2. Married,5. Advanced Degree
99.6894637,2007,41,1. Never Married,3. Some College
95.23071257,2004,42,2. Married,2. HS Grad
94.07271475,2008,31,1. Never Married,3. Some College
123.0896998,2004,49,4. Divorced,2. HS Grad
90.48191336,2009,47,4. Divorced,2. HS Grad
87.98103279,2005,39,2. Married,2. HS Grad
109.8339856,2006,53,2. Married,4. College Grad
85.38394038,2003,37,2. Married,2. HS Grad
191.5736835,2003,52,2. Married,4. College Grad
101.8243521,2006,41,2. Married,2. HS Grad
148.4131591,2006,39,2. Married,4. College Grad
171.7651326,2009,63,2. Married,5. Advanced Degree
73.45442826,2007,23,1. Never Married,2. HS Grad
87.98103279,2004,62,2. Married,2. HS Grad
272.2947832,2004,43,2. Married,5. Advanced Degree
102.8702469,2004,29,1. Never Married,2. HS Grad
160.6424754,2004,43,2. Married,5. Advanced Degree
123.0896998,2008,34,2. Married,4. College Grad
91.69922611,2003,38,2. Married,5. Advanced Degree
85.38394038,2005,25,1. Never Married,4. College Grad
109.8339856,2005,64,2. Married,2. HS Grad
114.4757133,2003,49,2. Married,4. College Grad
84.31576886,2009,46,2. Married,4. College Grad
114.4757133,2006,30,2. Married,5. Advanced Degree
57.35259108,2003,33,1. Never Married,3. Some College
104.9215065,2007,29,2. Married,4. College Grad
125.5254984,2008,32,2. Married,2. HS Grad
108.8745258,2007,54,2. Married,2. HS Grad
65.11085372,2005,40,1. Never Married,2. HS Grad
109.8339856,2005,24,1. Never Married,4. College Grad
70.81503862,2008,30,5. Separated,1. < HS Grad
145.1436012,2009,49,2. Married,4. College Grad
101.8243521,2006,47,2. Married,2. HS Grad
84.04595765,2008,25,1. Never Married,2. HS Grad
134.7053751,2007,44,2. Married,3. Some College
97.49329405,2007,41,4. Divorced,1. < HS Grad
154.685293,2005,54,5. Separated,4. College Grad
200.5432623,2009,59,2. Married,5. Advanced Degree
59.73422334,2003,25,1. Never Married,2. HS Grad
91.69922611,2009,63,2. Married,5. Advanced Degree
109.8339856,2009,49,1. Never Married,3. Some College
114.4757133,2008,35,5. Separated,3. Some College
66.22940829,2006,24,1. Never Married,2. HS Grad
92.89584479,2003,66,2. Married,2. HS Grad
94.07271475,2008,57,2. Married,1. < HS Grad
118.8843593,2003,47,2. Married,4. College Grad
132.4878211,2006,44,2. Married,4. College Grad
127.1157438,2006,56,2. Married,4. College Grad
99.6894637,2004,34,2. Married,2. HS Grad
40.40566526,2006,23,2. Married,1. < HS Grad
138.2991269,2008,30,2. Married,4. College Grad
102.8702469,2004,38,2. Married,3. Some College
79.85490031,2004,43,2. Married,1. < HS Grad
111.7208494,2007,58,4. Divorced,3. Some College
62.19867943,2005,36,2. Married,2. HS Grad
70.47601965,2007,48,1. Never Married,2. HS Grad
86.04280113,2005,35,2. Married,2. HS Grad
99.6894637,2006,22,1. Never Married,2. HS Grad
113.5670896,2007,50,2. Married,4. College Grad
100.7642728,2004,58,2. Married,1. < HS Grad
61.18752643,2003,20,1. Never Married,2. HS Grad
113.6127457,2007,44,2. Married,2. HS Grad
134.7053751,2003,50,2. Married,4. College Grad
104.9235317,2009,55,2. Married,2. HS Grad
109.8339856,2003,39,1. Never Married,2. HS Grad
276.7784133,2008,32,1. Never Married,4. College Grad
148.4131591,2008,50,2. Married,4. College Grad
148.4131591,2009,24,2. Married,1. < HS Grad
109.8339856,2009,53,2. Married,3. Some College
81.28325328,2003,35,2. Married,2. HS Grad
79.85490031,2003,25,1. Never Married,1. < HS Grad
109.8339856,2006,24,1. Never Married,4. College Grad
148.4131591,2005,57,5. Separated,4. College Grad
65.11085372,2005,43,2. Married,1. < HS Grad
88.29869947,2009,33,2. Married,3. Some College
91.69922611,2005,40,2. Married,3. Some College
73.77574327,2008,39,1. Never Married,4. College Grad
70.47601965,2004,32,2. Married,5. Advanced Degree
128.6804882,2005,48,4. Divorced,4. College Grad
94.07271475,2004,29,2. Married,5. Advanced Degree
98.59934386,2005,35,4. Divorced,4. College Grad
133.2323508,2004,41,2. Married,2. HS Grad
134.7053751,2009,52,2. Married,2. HS Grad
91.69922611,2005,50,2. Married,2. HS Grad
160.6354986,2004,35,2. Married,4. College Grad
99.6894637,2007,27,2. Married,3. Some College
114.4757133,2004,57,2. Married,5. Advanced Degree
97.49329405,2004,48,2. Married,3. Some College
98.04835051,2009,41,4. Divorced,3. Some College
104.9215065,2005,59,2. Married,5. Advanced Degree
109.8339856,2003,55,2. Married,4. College Grad
133.2323508,2005,54,4. Divorced,2. HS Grad
118.8843593,2003,34,2. Married,5. Advanced Degree
73.77574327,2009,43,1. Never Married,2. HS Grad
104.9215065,2003,43,4. Divorced,4. College Grad
62.03030461,2003,62,3. Widowed,1. < HS Grad
97.49329405,2006,45,1. Never Married,2. HS Grad
145.8051634,2004,40,2. Married,4. College Grad
82.6796373,2003,33,2. Married,2. HS Grad
148.4131591,2005,45,2. Married,5. Advanced Degree
49.55533812,2009,21,1. Never Married,3. Some College
73.77574327,2009,54,2. Married,1. < HS Grad
73.77574327,2003,43,2. Married,4. College Grad
127.1157438,2004,54,2. Married,4. College Grad
109.8339856,2004,35,2. Married,1. < HS Grad
61.59458318,2008,23,1. Never Married,3. Some College
111.4404696,2006,61,3. Widowed,2. HS Grad
138.2991269,2004,51,4. Divorced,4. College Grad
127.1157438,2006,43,2. Married,3. Some College
75.35567932,2003,20,1. Never Married,2. HS Grad
139.0034081,2007,51,2. Married,3. Some College
118.8843593,2009,65,2. Married,2. HS Grad
109.8339856,2009,37,2. Married,2. HS Grad
66.23309573,2008,24,1. Never Married,2. HS Grad
73.29308207,2003,36,2. Married,2. HS Grad
130.9821774,2005,45,2. Married,3. Some College
276.7784133,2008,33,2. Married,5. Advanced Degree
86.91032774,2009,36,4. Divorced,2. HS Grad
109.8339856,2004,32,2. Married,2. HS Grad
118.8843593,2009,45,2. Married,2. HS Grad
104.9215065,2003,51,2. Married,2. HS Grad
136.8763676,2005,33,2. Married,3. Some College
84.04595765,2003,47,4. Divorced,3. Some College
196.1252726,2003,37,2. Married,5. Advanced Degree
121.4303138,2008,41,2. Married,3. Some College
96.3977959,2005,23,1. Never Married,2. HS Grad
128.6804882,2009,57,2. Married,4. College Grad
148.4131591,2006,61,2. Married,5. Advanced Degree
85.38394038,2007,47,4. Divorced,3. Some College
87.98103279,2003,29,2. Married,4. College Grad
99.6894637,2005,37,2. Married,2. HS Grad
148.4131591,2005,57,2. Married,2. HS Grad
81.28325328,2004,39,1. Never Married,5. Advanced Degree
145.8051634,2007,59,2. Married,4. College Grad
149.0558956,2007,31,2. Married,4. College Grad
97.49329405,2009,26,1. Never Married,2. HS Grad
118.0197533,2009,51,2. Married,2. HS Grad
99.6894637,2006,38,2. Married,2. HS Grad
118.8843593,2006,51,2. Married,4. College Grad
79.85490031,2004,50,2. Married,2. HS Grad
118.8843593,2005,32,2. Married,5. Advanced Degree
160.6424754,2007,38,2. Married,4. College Grad
176.9896505,2005,49,2. Married,2. HS Grad
73.77574327,2005,40,1. Never Married,3. Some College
154.685293,2007,60,2. Married,5. Advanced Degree
101.8243521,2007,30,1. Never Married,4. College Grad
130.9821774,2003,41,2. Married,4. College Grad
114.4757133,2009,32,1. Never Married,3. Some College
105.9278108,2009,26,1. Never Married,4. College Grad
81.28325328,2004,41,2. Married,3. Some College
134.7053751,2008,53,2. Married,2. HS Grad
97.49329405,2005,35,2. Married,3. Some College
109.8339856,2008,50,2. Married,2. HS Grad
171.7651326,2004,43,2. Married,4. College Grad
67.82678713,2003,50,5. Separated,2. HS Grad
73.77574327,2009,19,1. Never Married,2. HS Grad
